date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar)
2020/6/14 20:10,986.13,18.83,293.15,18.7,99.2,21.78
2020/6/14 20:20,986.17,18.8,293.12,18.74,99.6,21.74
2020/6/14 20:30,986.23,18.7,293.01,18.65,99.7,21.6
2020/6/14 20:40,986.32,18.57,292.87,18.57,100,21.42
2020/6/14 20:50,986.37,18.54,292.84,18.44,99.4,21.38
2020/6/14 21:00,986.39,18.47,292.77,18.39,99.5,21.29
2020/6/14 21:10,986.38,18.46,292.76,17.97,97,21.28
2020/6/14 21:20,986.36,18.62,292.92,18.09,96.7,21.49
2020/6/14 21:30,986.35,18.66,292.96,18.16,96.9,21.55
2020/6/14 21:40,986.37,18.5,292.8,18.29,98.7,21.33
2020/6/14 21:50,986.36,18.41,292.71,18.19,98.6,21.21
2020/6/14 22:00,986.4,18.42,292.71,18.1,98,21.22
2020/6/14 22:10,986.4,18.25,292.54,18.22,99.8,21
2020/6/14 22:20,986.38,18.24,292.54,18.19,99.7,20.99
2020/6/14 22:30,986.37,18.29,292.59,18.1,98.8,21.05
2020/6/14 22:40,986.38,18.21,292.51,18.13,99.5,20.95
2020/6/14 22:50,986.36,18.17,292.47,18.17,100,20.89
2020/6/14 23:00,986.36,18.23,292.53,18.23,100,20.97
2020/6/14 23:10,986.33,18.19,292.49,18.19,100,20.92
2020/6/14 23:20,986.32,18.12,292.42,18.12,100,20.83
2020/6/14 23:30,986.41,17.99,292.28,17.99,100,20.66
2020/6/14 23:40,986.45,18.01,292.3,17.99,99.9,20.69
2020/6/14 23:50,986.52,18.2,292.48,18.15,99.7,20.93
2020/6/15 0:00,986.57,18.39,292.67,18,97.6,21.18
2020/6/15 0:10,986.57,18.43,292.71,18.19,98.5,21.24
2020/6/15 0:20,986.64,18.25,292.52,18.19,99.6,21
2020/6/15 0:30,986.64,18.21,292.48,18.08,99.2,20.95
2020/6/15 0:40,986.68,18.08,292.35,17.9,98.9,20.78
2020/6/15 0:50,986.67,17.95,292.22,17.68,98.3,20.61
2020/6/15 1:00,986.64,18.03,292.3,17.71,98,20.71
2020/6/15 1:10,986.63,18.14,292.41,17.82,98,20.85
2020/6/15 1:20,986.58,17.98,292.26,17.66,98,20.65
2020/6/15 1:30,986.53,17.94,292.22,17.55,97.6,20.59
2020/6/15 1:40,986.55,17.84,292.12,17.52,98,20.46
2020/6/15 1:50,986.53,17.86,292.14,17.43,97.3,20.49
2020/6/15 2:00,986.56,17.78,292.06,17.43,97.8,20.39
2020/6/15 2:10,986.58,17.71,291.99,17.41,98.1,20.3
2020/6/15 2:20,986.49,17.63,291.91,17.39,98.5,20.2
2020/6/15 2:30,986.47,17.71,292,17.66,99.7,20.3
2020/6/15 2:40,986.42,17.67,291.96,17.67,100,20.25
2020/6/15 2:50,986.39,17.47,291.76,17.47,100,19.99
2020/6/15 3:00,986.25,17.15,291.45,17.15,100,19.59
2020/6/15 3:10,986.18,16.96,291.27,16.96,100,19.36
2020/6/15 3:20,986.28,17.07,291.37,17.05,99.9,19.49
2020/6/15 3:30,986.33,17.34,291.64,17.2,99.1,19.83
2020/6/15 3:40,986.35,17.16,291.45,17.16,100,19.6
2020/6/15 3:50,986.44,17.19,291.48,17.17,99.9,19.64
2020/6/15 4:00,986.48,17.38,291.66,17.3,99.5,19.88
2020/6/15 4:10,986.5,17.26,291.54,17.24,99.9,19.73
2020/6/15 4:20,986.56,17.23,291.51,17.21,99.9,19.69
2020/6/15 4:30,986.54,17.24,291.52,17.24,100,19.7
2020/6/15 4:40,986.59,17.16,291.43,17.16,100,19.6
2020/6/15 4:50,986.63,17.24,291.51,17.24,100,19.7
2020/6/15 5:00,986.7,17.3,291.56,17.3,100,19.78
2020/6/15 5:10,986.71,17.33,291.59,17.33,100,19.82
2020/6/15 5:20,986.77,17.37,291.63,17.37,100,19.87
2020/6/15 5:30,986.81,17.48,291.74,17.46,99.9,20.01
2020/6/15 5:40,986.9,17.65,291.9,17.63,99.9,20.22
2020/6/15 5:50,986.98,17.83,292.07,17.7,99.2,20.45
2020/6/15 6:00,987,17.72,291.96,17.7,99.9,20.31
2020/6/15 6:10,987.08,17.81,292.04,17.81,100,20.43
2020/6/15 6:20,987.15,17.83,292.06,17.83,100,20.45
2020/6/15 6:30,987.25,17.92,292.14,17.87,99.7,20.57
2020/6/15 6:40,987.28,17.68,291.9,17.68,100,20.26
2020/6/15 6:50,987.31,17.72,291.93,17.72,100,20.31
2020/6/15 7:00,987.31,18.07,292.29,17.85,98.6,20.76
2020/6/15 7:10,987.33,18.23,292.44,17.86,97.7,20.97
2020/6/15 7:20,987.38,18.39,292.6,17.92,97.1,21.18
2020/6/15 7:30,987.39,18.44,292.65,17.89,96.6,21.25
2020/6/15 7:40,987.44,18.71,292.92,18.01,95.7,21.61
2020/6/15 7:50,987.48,19.27,293.48,18.09,92.9,22.38
2020/6/15 8:00,987.47,19.52,293.73,18.29,92.6,22.73
2020/6/15 8:10,987.53,19.56,293.76,18.22,92,22.79
2020/6/15 8:20,987.61,19.3,293.49,18.16,93.1,22.42
2020/6/15 8:30,987.65,19.82,294.01,18.22,90.5,23.16
2020/6/15 8:40,987.63,21.21,295.41,18.17,82.8,25.23
2020/6/15 8:50,987.62,21.45,295.65,17.97,80.6,25.61
2020/6/15 9:00,987.57,20.79,294.99,17.41,81,24.59
2020/6/15 9:10,987.68,20.49,294.68,17.45,82.7,24.14
2020/6/15 9:20,987.72,20.28,294.47,17.95,86.5,23.83
2020/6/15 9:30,987.71,20.3,294.49,18.05,86.9,23.86
2020/6/15 9:40,987.66,20.37,294.56,17.93,85.9,23.96
2020/6/15 9:50,987.76,20.23,294.42,17.9,86.5,23.76
2020/6/15 10:00,987.75,20.11,294.3,17.86,86.9,23.58
2020/6/15 10:10,987.67,20.37,294.56,18.06,86.6,23.96
2020/6/15 10:20,987.55,21.35,295.56,17.88,80.6,25.45
2020/6/15 10:30,987.69,21.88,296.08,17.48,76.12,26.29
2020/6/15 10:40,987.76,20.81,295,17.51,81.4,24.62
2020/6/15 10:50,987.8,19.04,293.22,17.04,88.2,22.06
2020/6/15 11:00,987.79,18.84,293.02,16.81,88,21.79
2020/6/15 11:10,987.78,19.31,293.49,16.26,82.5,22.44
2020/6/15 11:20,987.79,19.66,293.84,17.36,86.6,22.93
2020/6/15 11:30,987.79,20.19,294.37,18.23,88.5,23.7
2020/6/15 11:40,987.74,20.65,294.84,18.57,87.9,24.38
2020/6/15 11:50,987.8,20.95,295.13,18.37,85.2,24.83
2020/6/15 12:00,987.8,21.25,295.44,18.4,83.8,25.29
2020/6/15 12:10,987.98,20.54,294.71,17.63,83.4,24.21
2020/6/15 12:20,987.91,19.08,293.25,17.17,88.7,22.12
2020/6/15 12:30,988.01,18.53,292.69,17.31,92.6,21.37
2020/6/15 12:40,988.06,18.43,292.58,17.24,92.8,21.24
2020/6/15 12:50,988.09,18.72,292.87,17.39,92,21.63
2020/6/15 13:00,988.17,18.81,292.96,17.41,91.6,21.75
2020/6/15 13:10,988.12,19.08,293.23,17.49,90.5,22.12
2020/6/15 13:20,988.1,19.36,293.51,17.57,89.4,22.51
2020/6/15 13:30,988.18,19.32,293.47,17.34,88.3,22.45
2020/6/15 13:40,988.19,19.38,293.53,17.47,88.7,22.54
2020/6/15 13:50,988.17,19.23,293.38,17.27,88.4,22.33
2020/6/15 14:00,988.2,19.67,293.82,17.39,86.7,22.95
2020/6/15 14:10,988.29,19.55,293.69,17.15,86,22.78
2020/6/15 14:20,988.38,19.3,293.43,16.94,86.2,22.42
2020/6/15 14:30,988.39,19.25,293.38,16.96,86.6,22.35
2020/6/15 14:40,988.5,19.21,293.33,16.94,86.7,22.3
2020/6/15 14:50,988.48,19.18,293.3,16.87,86.5,22.26
2020/6/15 15:00,988.43,19.31,293.44,16.86,85.7,22.44
2020/6/15 15:10,988.5,19.5,293.62,16.8,84.4,22.7
2020/6/15 15:20,988.53,19.22,293.34,16.56,84.6,22.31
2020/6/15 15:30,988.49,19.38,293.5,16.78,84.9,22.54
2020/6/15 15:40,988.42,19.56,293.69,16.92,84.7,22.79
2020/6/15 15:50,988.4,19.55,293.68,16.74,83.8,22.78
2020/6/15 16:00,988.47,19.93,294.05,16.8,82.2,23.32
2020/6/15 16:10,988.46,19.61,293.73,16.57,82.6,22.86
2020/6/15 16:20,988.5,19.53,293.65,16.7,83.7,22.75
2020/6/15 16:30,988.43,19.4,293.53,16.52,83.4,22.56
2020/6/15 16:40,988.48,19.24,293.36,16.6,84.7,22.34
2020/6/15 16:50,988.54,19.27,293.39,16.61,84.6,22.38
2020/6/15 17:00,988.69,19.28,293.38,16.4,83.4,22.4
2020/6/15 17:10,988.74,19.31,293.41,16.39,83.2,22.44
2020/6/15 17:20,988.79,19.26,293.35,16.4,83.5,22.37
2020/6/15 17:30,988.8,19.21,293.3,16.5,84.3,22.3
2020/6/15 17:40,988.79,19.21,293.3,16.54,84.5,22.3
2020/6/15 17:50,988.84,19.25,293.34,16.54,84.3,22.35
2020/6/15 18:00,988.79,18.98,293.07,16.4,85,21.98
2020/6/15 18:10,988.85,18.71,292.8,16.12,84.9,21.61
2020/6/15 18:20,988.85,18.53,292.62,16.05,85.5,21.37
2020/6/15 18:30,988.9,18.37,292.45,16.06,86.4,21.16
2020/6/15 18:40,988.98,18.26,292.34,16.01,86.7,21.01
2020/6/15 18:50,988.99,18.07,292.14,15.93,87.3,20.76
2020/6/15 19:00,989.08,17.89,291.96,15.88,88,20.53
2020/6/15 19:10,989.21,17.79,291.84,15.78,88,20.4
2020/6/15 19:20,989.26,17.79,291.84,15.78,88,20.4
2020/6/15 19:30,989.29,17.73,291.78,15.72,88,20.32
2020/6/15 19:40,989.35,17.64,291.68,15.68,88.3,20.21
2020/6/15 19:50,989.41,17.56,291.6,15.69,88.8,20.11
2020/6/15 20:00,989.36,17.49,291.53,15.61,88.7,20.02
2020/6/15 20:10,989.41,17.4,291.44,15.64,89.4,19.9
2020/6/15 20:20,989.57,17.34,291.36,15.56,89.3,19.83
2020/6/15 20:30,989.68,17.35,291.36,15.56,89.2,19.84
2020/6/15 20:40,989.75,17.31,291.32,15.53,89.3,19.79
2020/6/15 20:50,989.8,17.2,291.2,15.44,89.4,19.65
2020/6/15 21:00,989.9,17.12,291.11,15.45,89.9,19.56
2020/6/15 21:10,989.99,17.04,291.03,15.41,90.1,19.46
2020/6/15 21:20,990.04,16.92,290.9,15.39,90.7,19.31
2020/6/15 21:30,990.07,16.81,290.79,15.26,90.6,19.17
2020/6/15 21:40,990,16.71,290.69,15.29,91.3,19.05
2020/6/15 21:50,990.02,16.66,290.64,15.22,91.2,18.99
2020/6/15 22:00,990.06,16.57,290.55,15.13,91.2,18.88
2020/6/15 22:10,990.12,16.49,290.46,15.09,91.4,18.79
2020/6/15 22:20,990.05,16.44,290.42,15.1,91.8,18.73
2020/6/15 22:30,990.02,16.36,290.34,15.08,92.1,18.63
2020/6/15 22:40,990.03,16.26,290.24,15.01,92.3,18.51
2020/6/15 22:50,990.07,16.13,290.11,15.02,93.1,18.36
2020/6/15 23:00,990.05,16.05,290.03,15.02,93.6,18.27
2020/6/15 23:10,990.06,15.95,289.93,14.92,93.6,18.15
2020/6/15 23:20,990.08,15.89,289.87,14.94,94.1,18.08
2020/6/15 23:30,990.09,15.82,289.79,14.89,94.2,18
2020/6/15 23:40,990.09,15.84,289.81,14.81,93.6,18.02
2020/6/15 23:50,990.13,15.8,289.77,14.8,93.8,17.98
2020/6/16 0:00,990.12,15.75,289.72,14.8,94.1,17.92
2020/6/16 0:10,990.1,15.83,289.8,14.8,93.6,18.01
2020/6/16 0:20,990.09,15.94,289.91,14.79,92.9,18.14
2020/6/16 0:30,990.05,15.95,289.93,14.75,92.6,18.15
2020/6/16 0:40,990.03,15.94,289.92,14.76,92.7,18.14
2020/6/16 0:50,989.96,15.96,289.95,14.78,92.7,18.16
2020/6/16 1:00,989.89,15.97,289.96,14.74,92.4,18.18
2020/6/16 1:10,989.88,15.97,289.96,14.72,92.3,18.18
2020/6/16 1:20,989.87,15.95,289.94,14.7,92.3,18.15
2020/6/16 1:30,989.85,15.84,289.83,14.64,92.6,18.02
2020/6/16 1:40,989.78,15.74,289.74,14.58,92.8,17.91
2020/6/16 1:50,989.77,15.73,289.73,14.64,93.2,17.9
2020/6/16 2:00,989.77,15.71,289.71,14.65,93.4,17.88
2020/6/16 2:10,989.77,15.64,289.64,14.71,94.2,17.8
2020/6/16 2:20,989.77,15.58,289.58,14.72,94.6,17.73
2020/6/16 2:30,989.81,15.48,289.48,14.85,96,17.61
2020/6/16 2:40,989.76,15.32,289.32,14.81,96.8,17.43
2020/6/16 2:50,989.7,15.23,289.24,14.77,97.1,17.33
2020/6/16 3:00,989.68,15.26,289.27,14.8,97.1,17.37
2020/6/16 3:10,989.72,15.21,289.21,14.8,97.4,17.31
2020/6/16 3:20,989.75,15.12,289.12,14.79,97.9,17.21
2020/6/16 3:30,989.79,15.14,289.14,14.79,97.8,17.23
2020/6/16 3:40,989.79,15.09,289.09,14.71,97.6,17.18
2020/6/16 3:50,989.75,15.05,289.05,14.51,96.6,17.13
2020/6/16 4:00,989.76,15.03,289.03,14.49,96.6,17.11
2020/6/16 4:10,989.8,15.04,289.04,14.44,96.2,17.12
2020/6/16 4:20,989.82,15.08,289.07,14.43,95.9,17.17
2020/6/16 4:30,989.84,15.15,289.14,14.39,95.2,17.24
2020/6/16 4:40,989.86,15.15,289.14,14.36,95,17.24
2020/6/16 4:50,989.83,15.14,289.13,14.31,94.8,17.23
2020/6/16 5:00,989.75,15.18,289.18,14.34,94.7,17.28
2020/6/16 5:10,989.69,15.36,289.37,14.25,93.1,17.48
2020/6/16 5:20,989.65,15.47,289.48,14.06,91.3,17.6
2020/6/16 5:30,989.64,15.61,289.62,14.13,90.9,17.76
2020/6/16 5:40,989.65,15.75,289.76,14.23,90.7,17.92
2020/6/16 5:50,989.69,15.84,289.85,14.15,89.7,18.02
2020/6/16 6:00,989.64,15.98,289.99,14.12,88.7,18.19
2020/6/16 6:10,989.63,16.27,290.28,14.05,86.7,18.53
2020/6/16 6:20,989.66,16.39,290.4,14.08,86.2,18.67
2020/6/16 6:30,989.62,16.42,290.44,13.97,85.4,18.7
2020/6/16 6:40,989.65,16.63,290.64,13.97,84.3,18.96
2020/6/16 6:50,989.64,17.05,291.07,13.98,82.1,19.47
2020/6/16 7:00,989.63,17.1,291.12,13.97,81.8,19.53
2020/6/16 7:10,989.61,17.34,291.36,14.11,81.3,19.83
2020/6/16 7:20,989.62,17.34,291.36,14.26,82.1,19.83
2020/6/16 7:30,989.59,17.45,291.47,14.29,81.7,19.97
2020/6/16 7:40,989.65,17.63,291.65,14.28,80.7,20.2
2020/6/16 7:50,989.73,17.59,291.6,14.37,81.4,20.14
2020/6/16 8:00,989.69,17.82,291.83,14.46,80.7,20.44
2020/6/16 8:10,989.66,17.97,291.99,14.55,80.4,20.63
2020/6/16 8:20,989.64,18.22,292.24,14.57,79.24,20.96
2020/6/16 8:30,989.6,18.19,292.21,14.62,79.67,20.92
2020/6/16 8:40,989.62,18.24,292.26,14.64,79.51,20.99
2020/6/16 8:50,989.62,18.32,292.34,14.41,77.94,21.09
2020/6/16 9:00,989.6,18.48,292.5,14.45,77.38,21.3
2020/6/16 9:10,989.61,18.25,292.27,14.41,78.28,21
2020/6/16 9:20,989.66,18.23,292.25,14.41,78.41,20.97
2020/6/16 9:30,989.65,18.37,292.39,14.39,77.59,21.16
2020/6/16 9:40,989.64,18.5,292.52,14.47,77.38,21.33
2020/6/16 9:50,989.64,18.69,292.71,14.65,77.34,21.59
2020/6/16 10:00,989.65,18.89,292.91,14.71,76.69,21.86
2020/6/16 10:10,989.67,19.03,293.05,14.83,76.6,22.05
2020/6/16 10:20,989.67,18.96,292.98,15,77.79,21.95
2020/6/16 10:30,989.62,18.81,292.83,14.8,77.5,21.75
2020/6/16 10:40,989.58,19.14,293.17,14.86,76.25,22.2
2020/6/16 10:50,989.49,19.28,293.32,14.66,74.58,22.4
2020/6/16 11:00,989.44,19.82,293.86,14.78,72.68,23.16
2020/6/16 11:10,989.39,20.07,294.12,14.93,72.3,23.52
2020/6/16 11:20,989.36,19.79,293.84,14.45,71.29,23.12
2020/6/16 11:30,989.28,19.88,293.93,14.61,71.66,23.25
2020/6/16 11:40,989.18,20.23,294.29,14.95,71.64,23.76
2020/6/16 11:50,989.09,20.44,294.51,15.02,71.04,24.07
2020/6/16 12:00,989,20.6,294.68,14.68,68.84,24.3
2020/6/16 12:10,988.89,20.83,294.92,14.38,66.56,24.65
2020/6/16 12:20,988.76,21.28,295.38,14.32,64.49,25.34
2020/6/16 12:30,988.64,21.39,295.5,14.85,66.28,25.51
2020/6/16 12:40,988.55,21.54,295.66,14.22,63.05,25.75
2020/6/16 12:50,988.48,21.99,296.12,14.1,60.88,26.47
2020/6/16 13:00,988.42,22.2,296.34,13.91,59.39,26.81
2020/6/16 13:10,988.37,22.54,296.68,13.54,56.77,27.37
2020/6/16 13:20,988.34,22.77,296.91,13.45,55.67,27.75
2020/6/16 13:30,988.22,23.33,297.49,13.44,53.77,28.71
2020/6/16 13:40,988.14,23.07,297.23,13.43,54.59,28.26
2020/6/16 13:50,988.03,23.11,297.28,13.8,55.79,28.33
2020/6/16 14:00,987.93,23.11,297.29,13.8,55.77,28.33
2020/6/16 14:10,987.86,23.53,297.72,13.59,53.64,29.05
2020/6/16 14:20,987.76,23.73,297.93,13.94,54.24,29.41
2020/6/16 14:30,987.65,23.85,298.06,13.67,52.91,29.62
2020/6/16 14:40,987.55,23.86,298.08,13.71,53,29.64
2020/6/16 14:50,987.52,23.45,297.67,13.69,54.26,28.91
2020/6/16 15:00,987.43,23.55,297.78,13.75,54.14,29.09
2020/6/16 15:10,987.36,23.1,297.33,13.67,55.36,28.31
2020/6/16 15:20,987.35,23.22,297.45,13.59,54.67,28.52
2020/6/16 15:30,987.28,23.19,297.43,13.44,54.22,28.46
2020/6/16 15:40,987.21,22.83,297.07,13.57,55.91,27.85
2020/6/16 15:50,987.18,23.12,297.37,13.4,54.3,28.34
2020/6/16 16:00,987.09,23.08,297.33,13.6,55.17,28.28
2020/6/16 16:10,987,23.2,297.46,13.91,55.89,28.48
2020/6/16 16:20,986.97,23.5,297.76,13.78,54.43,29
2020/6/16 16:30,986.83,23.11,297.39,13.7,55.43,28.33
2020/6/16 16:40,986.82,22.96,297.24,13.75,56.12,28.07
2020/6/16 16:50,986.77,22.99,297.27,14.09,57.26,28.12
2020/6/16 17:00,986.92,21.67,295.93,14.72,64.64,25.95
2020/6/16 17:10,987.18,19.55,293.78,13.86,69.66,22.78
2020/6/16 17:20,986.89,18.98,293.23,13.83,72.02,21.98
2020/6/16 17:30,986.91,18.98,293.23,15.1,78.18,21.98
2020/6/16 17:40,986.91,19.28,293.53,14.91,75.83,22.4
2020/6/16 17:50,986.82,19.53,293.79,15.8,79.05,22.75
2020/6/16 18:00,986.97,19.32,293.57,16.17,82,22.45
2020/6/16 18:10,987.08,19.02,293.26,15.76,81.4,22.04
2020/6/16 18:20,986.94,18.73,292.98,15.82,83.2,21.64
2020/6/16 18:30,986.88,18.5,292.75,15.88,84.7,21.33
2020/6/16 18:40,986.97,18.51,292.76,15.66,83.5,21.34
2020/6/16 18:50,987.02,18.63,292.87,15.65,82.8,21.51
2020/6/16 19:00,987.06,18.43,292.67,16.3,87.4,21.24
2020/6/16 19:10,986.99,18.37,292.61,16.24,87.4,21.16
2020/6/16 19:20,986.99,18.43,292.67,16.05,86,21.24
2020/6/16 19:30,986.98,18.31,292.55,15.69,84.7,21.08
2020/6/16 19:40,986.98,18.18,292.42,15.49,84.3,20.91
2020/6/16 19:50,987.05,17.91,292.15,15.52,85.9,20.56
2020/6/16 20:00,987.09,17.69,291.92,15.8,88.7,20.27
2020/6/16 20:10,987.13,17.58,291.81,15.87,89.7,20.13
2020/6/16 20:20,987.22,17.59,291.81,15.97,90.2,20.14
2020/6/16 20:30,987.26,17.56,291.78,16.14,91.4,20.11
2020/6/16 20:40,987.37,17.53,291.74,16.18,91.8,20.07
2020/6/16 20:50,987.44,17.5,291.7,16.12,91.6,20.03
2020/6/16 21:00,987.54,17.38,291.57,16.07,92,19.88
2020/6/16 21:10,987.62,17.43,291.62,15.98,91.2,19.94
2020/6/16 21:20,987.64,17.41,291.6,16,91.4,19.92
2020/6/16 21:30,987.74,17.55,291.73,15.94,90.3,20.09
2020/6/16 21:40,987.73,17.33,291.51,16.12,92.6,19.82
2020/6/16 21:50,987.75,17.23,291.41,16.05,92.8,19.69
2020/6/16 22:00,987.72,17.17,291.35,16.05,93.1,19.62
2020/6/16 22:10,987.66,17.2,291.38,16.04,92.9,19.65
2020/6/16 22:20,987.71,17.11,291.29,16.04,93.4,19.54
2020/6/16 22:30,987.77,17.15,291.32,15.89,92.3,19.59
2020/6/16 22:40,987.83,17.32,291.49,15.75,90.5,19.8
2020/6/16 22:50,987.81,17.4,291.57,15.64,89.4,19.9
2020/6/16 23:00,987.82,17.3,291.47,15.7,90.3,19.78
2020/6/16 23:10,987.84,17.23,291.4,15.71,90.8,19.69
2020/6/16 23:20,987.73,17.15,291.33,15.77,91.6,19.59
2020/6/16 23:30,987.57,17,291.19,15.67,91.9,19.41
2020/6/16 23:40,987.52,16.97,291.16,15.81,92.9,19.37
2020/6/16 23:50,987.45,16.68,290.88,15.69,93.9,19.02
2020/6/17 0:00,987.45,16.63,290.83,15.48,92.9,18.96
2020/6/17 0:10,987.48,16.63,290.83,15.44,92.7,18.96
2020/6/17 0:20,987.46,16.38,290.58,15.63,95.3,18.66
2020/6/17 0:30,987.47,16.51,290.71,15.67,94.8,18.81
2020/6/17 0:40,987.37,16.56,290.77,15.69,94.6,18.87
2020/6/17 0:50,987.34,16.48,290.69,15.76,95.5,18.78
2020/6/17 1:00,987.26,16.48,290.69,15.86,96.1,18.78
2020/6/17 1:10,987.18,16.43,290.65,16,97.3,18.72
2020/6/17 1:20,987.14,16.31,290.53,15.85,97.1,18.57
2020/6/17 1:30,987.08,16.31,290.54,15.98,97.9,18.57
2020/6/17 1:40,987.08,16.29,290.52,16.04,98.4,18.55
2020/6/17 1:50,987.06,16.26,290.49,16.12,99.1,18.51
2020/6/17 2:00,987.05,16.21,290.44,16.08,99.2,18.46
2020/6/17 2:10,986.97,16.16,290.4,15.97,98.8,18.4
2020/6/17 2:20,986.87,16.17,290.42,16.03,99.1,18.41
2020/6/17 2:30,986.81,16.18,290.43,15.91,98.3,18.42
2020/6/17 2:40,986.76,16.06,290.31,15.73,97.9,18.28
2020/6/17 2:50,986.65,16.03,290.29,15.68,97.8,18.25
2020/6/17 3:00,986.61,16.08,290.35,15.81,98.3,18.3
2020/6/17 3:10,986.58,16.18,290.45,16.04,99.1,18.42
2020/6/17 3:20,986.52,16.27,290.55,15.91,97.7,18.53
2020/6/17 3:30,986.39,16.12,290.41,15.66,97.1,18.35
2020/6/17 3:40,986.45,16.04,290.32,15.87,98.9,18.26
2020/6/17 3:50,986.44,15.81,290.09,15.81,100,17.99
2020/6/17 4:00,986.34,15.83,290.12,15.75,99.5,18.01
2020/6/17 4:10,986.31,15.93,290.22,15.63,98.1,18.13
2020/6/17 4:20,986.26,15.91,290.21,15.71,98.7,18.11
2020/6/17 4:30,986.26,15.94,290.24,15.92,99.9,18.14
2020/6/17 4:40,986.26,16.03,290.33,15.9,99.2,18.25
2020/6/17 4:50,986.23,16.1,290.4,15.77,97.9,18.33
2020/6/17 5:00,986.24,16.12,290.42,15.64,97,18.35
2020/6/17 5:10,986.26,16.35,290.65,15.61,95.4,18.62
2020/6/17 5:20,986.36,16.54,290.83,15.72,94.9,18.85
2020/6/17 5:30,986.41,16.47,290.76,15.78,95.7,18.76
2020/6/17 5:40,986.49,16.67,290.95,15.72,94.1,19
2020/6/17 5:50,986.48,16.54,290.82,15.69,94.7,18.85
2020/6/17 6:00,986.48,16.84,291.12,15.84,93.8,19.21
2020/6/17 6:10,986.57,17.38,291.66,15.95,91.3,19.88
2020/6/17 6:20,986.59,17.9,292.18,15.99,88.6,20.54
2020/6/17 6:30,986.55,18.26,292.54,16.01,86.7,21.01
2020/6/17 6:40,986.48,18.36,292.65,16,86.1,21.14
2020/6/17 6:50,986.38,18.42,292.72,16.02,85.9,21.22
2020/6/17 7:00,986.38,18.84,293.14,16.15,84.4,21.79
2020/6/17 7:10,986.45,19.01,293.3,16.19,83.7,22.02
2020/6/17 7:20,986.5,18.52,292.81,16.19,86.3,21.36
2020/6/17 7:30,986.6,18.24,292.52,16.11,87.4,20.99
2020/6/17 7:40,986.57,18.14,292.42,16.07,87.7,20.85
2020/6/17 7:50,986.55,18.27,292.55,16.12,87.3,21.03
2020/6/17 8:00,986.52,18.8,293.09,16.24,85.1,21.74
2020/6/17 8:10,986.45,19.4,293.69,16.19,81.7,22.56
2020/6/17 8:20,986.43,19.74,294.04,16.27,80.4,23.05
2020/6/17 8:30,986.41,19.5,293.8,16.21,81.3,22.7
2020/6/17 8:40,986.35,19.68,293.98,16.25,80.6,22.96
2020/6/17 8:50,986.33,19.92,294.23,16.28,79.55,23.3
2020/6/17 9:00,986.29,20.09,294.4,16.36,79.14,23.55
2020/6/17 9:10,986.23,20.07,294.39,16.35,79.18,23.52
2020/6/17 9:20,986.15,20.52,294.84,16.31,76.79,24.18
2020/6/17 9:30,986.12,20.77,295.1,16.17,74.94,24.56
2020/6/17 9:40,986.18,20.86,295.18,16.11,74.24,24.7
2020/6/17 9:50,986.18,21,295.32,16.11,73.62,24.91
2020/6/17 10:00,986.12,21.04,295.37,16.05,73.15,24.97
2020/6/17 10:10,986.04,21.19,295.53,16.02,72.37,25.2
2020/6/17 10:20,986.01,21.54,295.88,15.79,69.78,25.75
2020/6/17 10:30,985.97,21.67,296.01,15.33,67.22,25.95
2020/6/17 10:40,985.87,21.88,296.23,15.24,65.97,26.29
2020/6/17 10:50,985.8,22.06,296.42,15.84,67.81,26.58
2020/6/17 11:00,985.69,22.34,296.71,16.35,68.89,27.04
2020/6/17 11:10,985.6,22.78,297.16,15.69,64.31,27.77
2020/6/17 11:20,985.53,22.78,297.17,14.78,60.65,27.77
2020/6/17 11:30,985.51,22.67,297.06,14.48,59.87,27.58
2020/6/17 11:40,985.45,22.79,297.18,14.2,58.38,27.78
2020/6/17 11:50,985.45,22.9,297.29,14.65,59.68,27.97
2020/6/17 12:00,985.4,22.89,297.29,14.37,58.68,27.95
2020/6/17 12:10,985.31,22.76,297.17,14.26,58.72,27.73
2020/6/17 12:20,985.22,22.95,297.36,14.25,58,28.05
2020/6/17 12:30,985.15,23.12,297.54,14.03,56.59,28.34
2020/6/17 12:40,985.02,23.11,297.54,14.29,57.6,28.33
2020/6/17 12:50,984.95,23.8,298.24,13.88,53.78,29.53
2020/6/17 13:00,984.81,23.96,298.41,12.84,49.78,29.81
2020/6/17 13:10,984.66,24.04,298.51,12.97,49.95,29.96
2020/6/17 13:20,984.56,23.73,298.2,12.51,49.39,29.41
2020/6/17 13:30,984.39,24.02,298.51,12.66,49.02,29.92
2020/6/17 13:40,984.31,24.4,298.9,12.71,48.06,30.61
2020/6/17 13:50,984.22,24.57,299.08,13.17,49.05,30.92
2020/6/17 14:00,984.16,24.3,298.81,12.59,47.98,30.43
2020/6/17 14:10,984.06,24.36,298.88,12.23,46.7,30.54
2020/6/17 14:20,983.98,24.4,298.93,12.62,47.79,30.61
2020/6/17 14:30,983.98,24.48,299.01,12.12,46.03,30.76
2020/6/17 14:40,983.83,24.48,299.02,12.39,46.86,30.76
2020/6/17 14:50,983.78,24.57,299.12,12.3,46.32,30.92
2020/6/17 15:00,983.7,24.88,299.43,12.39,45.75,31.5
